104.23.166.52 - - [01/Mar/2025:19:10:59 +0100] "GET /work/automatizovane-HR-reporty.webp HTTP/1.1" 200 87060 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.176 - - [01/Mar/2025:19:10:59 +0100] "GET /work/automatizovane-sledovani-objednavek.webp HTTP/1.1" 200 42921 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.71.103.145 - - [01/Mar/2025:19:11:00 +0100] "GET /work/planovani-vyrobni-linky.webp HTTP/1.1" 200 103105 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.71.99.209 - - [01/Mar/2025:19:11:00 +0100] "GET /_astro/praut.Dw7aP73r.svg HTTP/1.1" 200 3608 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.71.99.231 - - [01/Mar/2025:19:11:02 +0100] "GET /work/automatizovane-generovani-pracovnich-planu.webp HTTP/1.1" 200 72364 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.71.99.109 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/linkedin.DhboSfN3.svg HTTP/1.1" 200 2384 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.138 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/instagram.BSiiHVt-.svg HTTP/1.1" 200 1587 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.71.183.71 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/x.CLZRdpRd.svg HTTP/1.1" 200 919 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.151 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/facebook.DbHFOrIl.svg HTTP/1.1" 200 774 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.182 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/Work.astro_astro_type_script_index_0_lang.DDUhSW1b.js HTTP/1.1" 200 3398 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.100 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/index.BBW-lfcM.css HTTP/1.1" 200 9922 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.80 - - [01/Mar/2025:19:11:02 +0100] "GET /favicon.svg HTTP/1.1" 200 2609 "https://praut.cz" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
104.23.166.10 - - [01/Mar/2025:19:11:02 +0100] "GET /_astro/hero.D3ZJ9q05.svg HTTP/1.1" 200 18428 "https://praut.cz/_astro/index.BBW-lfcM.css" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1"
172.68.213.146 - - [01/Mar/2025:19:16:25 +0100] "GET /work/automatizovane-zpracovani-dokumentu.webp HTTP/1.1" 200 55881 "https://praut.cz/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.175 - - [01/Mar/2025:19:16:25 +0100] "GET /work/automatizovane-generovani-pracovnich-planu.webp HTTP/1.1" 200 72364 "https://praut.cz/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.155 - - [01/Mar/2025:19:16:27 +0100] "GET /kontakt HTTP/1.1" 301 477 "https://praut.cz/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.155 - - [01/Mar/2025:19:16:27 +0100] "GET /kontakt/ HTTP/1.1" 200 5392 "https://praut.cz/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.136 - - [01/Mar/2025:19:16:27 +0100] "GET /_astro/icon-contact.BXJXON28_hxwiM.svg HTTP/1.1" 200 1813 "https://praut.cz/kontakt/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.138 - - [01/Mar/2025:19:16:27 +0100] "GET /_astro/icon-company.BQeNCWFx_BGeH6.svg HTTP/1.1" 200 1340 "https://praut.cz/kontakt/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.135 - - [01/Mar/2025:19:16:27 +0100] "GET /_astro/icon-hours.CvbyNiEB_1GNIiP.svg HTTP/1.1" 200 933 "https://praut.cz/kontakt/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.154 - - [01/Mar/2025:19:16:47 +0100] "GET /technologie HTTP/1.1" 301 485 "https://praut.cz/kontakt/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.154 - - [01/Mar/2025:19:16:47 +0100] "GET /technologie/ HTTP/1.1" 200 7423 "https://praut.cz/kontakt/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.232 - - [01/Mar/2025:19:16:47 +0100] "GET /_astro/icon-external.seQssrWE_1qkXMj.svg HTTP/1.1" 304 260 "https://praut.cz/technologie/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.226 - - [01/Mar/2025:19:16:47 +0100] "GET /_astro/icon-internal.C2wzG7L0_ZYOtYS.svg HTTP/1.1" 200 2000 "https://praut.cz/technologie/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.224 - - [01/Mar/2025:19:16:47 +0100] "GET /_astro/icon-brain.DQ7iTfDH_1Bxunp.svg HTTP/1.1" 304 259 "https://praut.cz/technologie/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15"
172.68.213.197 - - [01/Mar/2025:19:16:53 +0100] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 2110 "-" "com.apple.WebKit.Networking/20620.2.4.11.5 Network/4277.81.1 macOS/15.3.1"
172.68.213.84 - - [01/Mar/2025:19:16:53 +0100] "GET /apple-touch-icon.png HTTP/1.1" 404 2110 "-" "com.apple.WebKit.Networking/20620.2.4.11.5 Network/4277.81.1 macOS/15.3.1"
172.68.213.153 - - [01/Mar/2025:19:16:53 +0100] "GET /favicon.ico HTTP/1.1" 404 2110 "-" "com.apple.WebKit.Networking/20620.2.4.11.5 Network/4277.81.1 macOS/15.3.1"
